model_id,is_adapter,source_model,D,M,N,alpha,alpha_weighted,entropy,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,norm,num_evals,spectral_norm,stable_rank,xmax,xmin,params
DeepDream2045/f334d3f8-6d35-42fc-8786-76abb55ad4b0,True,Qwen/Qwen2.5-1.5B-Instruct,0.016316354274749756,1536,1536,2.4913673400878906,7.163316503649376,0.8596851229667664,7.2037835121154785,3.745449888042724,2.8752550410316724,model.layers.0.self_attn.q_proj,1523,5564.80419921875,1529,750.334716796875,7.416429061118882,750.334716796875,1.0362460670876317e-05,2359296
DeepDream2045/f334d3f8-6d35-42fc-8786-76abb55ad4b0,True,Qwen/Qwen2.5-1.5B-Instruct,0.053080663084983826,256,1536,6.743893146514893,8.352496833966391,0.9639153480529785,8.907276153564453,3.0883054855560066,1.2385274577315615,model.layers.0.self_attn.k_proj,256,1225.4779052734375,256,17.319185256958008,70.7584038793684,17.319185256958008,0.050400182604789734,393216
DeepDream2045/f334d3f8-6d35-42fc-8786-76abb55ad4b0,True,Qwen/Qwen2.5-1.5B-Instruct,0.048259187489748,256,1536,10.867939949035645,0.9473292646045959,1.0004040002822876,1.3612555265426636,2.1398241476494713,0.08716732601091122,model.layers.0.self_attn.v_proj,256,137.9825439453125,256,1.2222704887390137,112.89035055380064,1.2222704887390137,0.041358690708875656,393216
DeepDream2045/f334d3f8-6d35-42fc-8786-76abb55ad4b0,True,Qwen/Qwen2.5-1.5B-Instruct,0.06147885322570801,1536,1536,6.802748680114746,7.405541057071217,1.0355910062789917,7.407073497772217,3.0932360521202464,1.0886101200120042,model.layers.0.self_attn.o_proj,1531,1239.4700927734375,1531,12.263378143310547,101.07085325828807,12.263378143310547,1.2187078027636744e-05,2359296
DeepDream2045/f334d3f8-6d35-42fc-8786-76abb55ad4b0,True,Qwen/Qwen2.5-1.5B-Instruct,0.014086782932281494,8960,1536,3.990885019302368,8.546176512234053,1.0274308919906616,8.739038467407227,4.114629876840351,2.141423887408307,model.layers.0.mlp.gate_proj,1536,13020.56640625,1536,138.4917449951172,94.01691347530546,138.4917449951172,0.03224342316389084,13762560
DeepDream2045/f334d3f8-6d35-42fc-8786-76abb55ad4b0,True,Qwen/Qwen2.5-1.5B-Instruct,0.05258291959762573,8960,1536,12.296497344970703,17.079273853876725,1.0437517166137695,17.377216339111328,3.953390237885668,1.388954380644191,model.layers.0.mlp.up_proj,1536,8982.35546875,1536,24.488059997558594,366.80551540814264,24.488059997558594,0.035400647670030594,13762560
DeepDream2045/f334d3f8-6d35-42fc-8786-76abb55ad4b0,True,Qwen/Qwen2.5-1.5B-Instruct,0.053294479846954346,1536,8960,6.19326639175415,10.348048146375104,1.0633121728897095,10.51223373413086,3.9942056737087253,1.6708546818126089,model.layers.0.mlp.down_proj,1536,9867.466796875,1536,46.86565399169922,210.5479376991669,46.86565399169922,0.20785455405712128,13762560
DeepDream2045/f334d3f8-6d35-42fc-8786-76abb55ad4b0,True,Qwen/Qwen2.5-1.5B-Instruct,0.04004615545272827,1536,1536,2.9471282958984375,4.752125396395012,0.9587996006011963,5.481583118438721,3.416349134751366,1.612459628245101,model.layers.1.self_attn.q_proj,1531,2608.24951171875,1531,40.96940231323242,63.66335275719484,40.96940231323242,1.035496734402841e-05,2359296
DeepDream2045/f334d3f8-6d35-42fc-8786-76abb55ad4b0,True,Qwen/Qwen2.5-1.5B-Instruct,0.07244589179754257,256,1536,5.359358787536621,6.231811893234369,0.941132128238678,6.878403186798096,2.888170715238036,1.1627905763142166,model.layers.1.self_attn.k_proj,256,772.984375,256,14.547574043273926,53.1349331992154,14.547574043273926,0.027641091495752335,393216
DeepDream2045/f334d3f8-6d35-42fc-8786-76abb55ad4b0,True,Qwen/Qwen2.5-1.5B-Instruct,0.05714040994644165,256,1536,8.665916442871094,1.348138279031706,0.994896411895752,2.1105051040649414,2.2017745216334084,0.1555678834338098,model.layers.1.self_attn.v_proj,256,159.1382293701172,256,1.430763602256775,111.22608173642729,1.430763602256775,0.036632101982831955,393216
