model_id,is_adapter,D,M,N,alpha,alpha_weighted,entropy,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,norm,num_evals,spectral_norm,stable_rank,xmax,xmin,params
prithivMLmods/Phi4-Super,False,0.03859204053878784,5120,5120,2.839515209197998,8.647551982389023,0.9967712759971619,8.731560707092285,4.125521292753975,3.045432528192538,model.layers.0.self_attn.q_proj,4743,13351.23046875,5062,1110.280029296875,12.025101881013882,1110.280029296875,1.0144486623175908e-05,26214400
prithivMLmods/Phi4-Super,False,0.03602510690689087,1280,5120,2.615842819213867,7.712451040441296,0.7601369619369507,7.806750774383545,3.856792444101361,2.9483617990316024,model.layers.0.self_attn.k_proj,1280,7191.05224609375,1280,887.8953857421875,8.098985940874988,887.8953857421875,0.003261905862018466,6553600
prithivMLmods/Phi4-Super,False,0.04784470424056053,1280,5120,16.241859436035156,7.458818691801778,1.0496002435684204,7.727771759033203,3.1070820534193384,0.45923428417642864,model.layers.0.self_attn.v_proj,1280,1279.623046875,1280,2.878951072692871,444.47544072990615,2.878951072692871,0.10634683817625046,6553600
prithivMLmods/Phi4-Super,False,0.03612399101257324,5120,5120,3.9763293266296387,8.033120938045403,1.1992943286895752,8.048247337341309,3.713556329367451,2.0202353170918883,model.layers.0.self_attn.o_proj,5093,5170.783203125,5107,104.76960754394531,49.353847211426555,104.76960754394531,1.1316456948406994e-05,26214400
prithivMLmods/Phi4-Super,False,0.013309657573699951,17920,5120,3.0989363193511963,7.428305525704297,1.2147504091262817,7.755250930786133,4.407956643146787,2.397050071445002,model.layers.0.mlp.gate_proj,5120,25583.3046875,5120,249.4882354736328,102.54313049644288,249.4882354736328,0.2561528980731964,91750400
prithivMLmods/Phi4-Super,False,0.02524024248123169,17920,5120,4.049481391906738,7.307478646586434,1.2326338291168213,8.087039947509766,4.3819445320944,1.804546789915149,model.layers.0.mlp.up_proj,5120,24095.9765625,5120,63.7597770690918,377.9181432267079,63.7597770690918,0.26807644963264465,91750400
prithivMLmods/Phi4-Super,False,0.02935725450515747,5120,17920,4.571423530578613,11.353244655948245,1.2398484945297241,11.354640007019043,4.441640403626582,2.4835250070367567,model.layers.0.mlp.down_proj,5120,27646.515625,5120,304.4563293457031,90.80617796455142,304.4563293457031,0.7655530571937561,91750400
prithivMLmods/Phi4-Super,False,0.025463342666625977,5120,5120,2.6419997215270996,6.941881423403166,1.0975658893585205,7.258333683013916,4.151098445144925,2.6275102782337525,model.layers.1.self_attn.q_proj,4987,14161.1474609375,5086,424.1410217285156,33.38782795218939,424.1410217285156,1.0781803212012164e-05,26214400
prithivMLmods/Phi4-Super,False,0.05101478099822998,1280,5120,2.2221364974975586,5.303075954612652,0.9210456609725952,5.947680950164795,3.940443377184987,2.3864762405840816,model.layers.1.self_attn.k_proj,1280,8718.5322265625,1280,243.4872589111328,35.806934069369774,243.4872589111328,0.0013774887192994356,6553600
prithivMLmods/Phi4-Super,False,0.025472193956375122,1280,5120,9.846295356750488,3.6337736256175583,1.0344966650009155,4.161011219024658,2.856852708323107,0.36904982980490136,model.layers.1.self_attn.v_proj,1280,719.2050170898438,1280,2.3391056060791016,307.47009250916324,2.3391056060791016,0.05915357172489166,6553600
prithivMLmods/Phi4-Super,False,0.028850257396697998,5120,5120,4.202149391174316,8.175269222806902,1.195698618888855,8.1798677444458,3.721489713913938,1.945497044911645,model.layers.1.self_attn.o_proj,5091,5266.107421875,5103,88.20578002929688,59.70252085663664,88.20578002929688,1.2196397619845811e-05,26214400
prithivMLmods/Phi4-Super,False,0.013827919960021973,17920,5120,2.8238120079040527,6.573265042788399,1.214825987815857,7.181561470031738,4.4689350396846645,2.3277983889824667,model.layers.1.mlp.gate_proj,5120,29439.8125,5120,212.7151336669922,138.40017864496815,212.7151336669922,0.11185373365879059,91750400
prithivMLmods/Phi4-Super,False,0.07335472106933594,17920,5120,4.148037433624268,6.008155902614985,1.2378325462341309,7.890460014343262,4.4314789198664215,1.4484333853673723,model.layers.1.mlp.up_proj,5120,27007.16015625,5120,28.082345962524414,961.7131058883315,28.082345962524414,0.10910240560770035,91750400
prithivMLmods/Phi4-Super,False,0.008298933506011963,5120,17920,4.616926193237305,9.678175327691488,1.2459946870803833,9.707175254821777,4.45030213458473,2.0962378263416266,model.layers.1.mlp.down_proj,5120,28203.443359375,5120,124.80667877197266,225.97703614006062,124.80667877197266,0.6600283980369568,91750400
prithivMLmods/Phi4-Super,False,0.030964016914367676,5120,5120,3.175886392593384,7.960587373614765,1.133615255355835,8.124980926513672,4.142546678252517,2.506571832097011,model.layers.2.self_attn.q_proj,5054,13885.025390625,5100,321.04937744140625,43.24887810492364,321.04937744140625,1.1509462638059631e-05,26214400
prithivMLmods/Phi4-Super,False,0.036429017782211304,1280,5120,3.750431537628174,8.224139888113756,0.962661862373352,8.356411933898926,3.8628848415135417,2.192851624033329,model.layers.2.self_attn.k_proj,1280,7292.64111328125,1280,155.9019775390625,46.77709178803726,155.9019775390625,0.002717580646276474,6553600
