model_id,is_adapter,D,M,N,alpha,alpha_weighted,entropy,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,norm,num_evals,spectral_norm,stable_rank,xmax,xmin,params
Khetterman/AbominationScience-12B-v4,False,0.016635000705718994,4096,5120,2.197037696838379,5.77340442349657,0.8645784258842468,5.891133785247803,3.419956474162411,2.6278130920578735,model.layers.0.self_attn.q_proj,2766,2630.00439453125,3530,424.4368591308594,6.196456169986843,424.4368591308594,1.0010958249040414e-05,20971520
Khetterman/AbominationScience-12B-v4,False,0.05417048931121826,1024,5120,1.9836000204086304,4.270025364873693,0.7351610064506531,4.65875768661499,3.140318806930269,2.152664509447852,model.layers.0.self_attn.k_proj,1024,1381.39794921875,1024,142.123046875,9.71973215880825,142.123046875,7.685567834414542e-05,5242880
Khetterman/AbominationScience-12B-v4,False,0.047838568687438965,1024,5120,5.696946144104004,-0.33931283424649983,1.0117714405059814,0.34096452593803406,2.1649581965753586,-0.059560477782937826,model.layers.0.self_attn.v_proj,1024,146.20364379882812,1024,0.8718454837799072,167.69444416338396,0.8718454837799072,0.011860390193760395,5242880
Khetterman/AbominationScience-12B-v4,False,0.02962392568588257,5120,4096,4.197904586791992,6.029805477441126,1.123535394668579,6.031153678894043,2.9157696838524276,1.436384594450504,model.layers.0.self_attn.o_proj,4096,823.701171875,4096,27.313955307006836,30.156788448126967,27.313955307006836,1.0706647117331158e-05,20971520
Khetterman/AbominationScience-12B-v4,False,0.030737757682800293,14336,5120,2.840334177017212,5.2422925433104135,1.2060997486114502,5.738823890686035,3.8089911591001586,1.8456604809845396,model.layers.0.mlp.gate_proj,5120,6441.5615234375,5120,70.09071350097656,91.90320945081763,70.09071350097656,0.007664437405765057,73400320
Khetterman/AbominationScience-12B-v4,False,0.03367739915847778,14336,5120,3.7657320499420166,5.407045095005808,1.2386749982833862,5.76371955871582,3.768909609364752,1.4358549740917077,model.layers.0.mlp.up_proj,5120,5873.6708984375,5120,27.28066635131836,215.30525767944266,27.28066635131836,0.007223265245556831,73400320
Khetterman/AbominationScience-12B-v4,False,0.010079726576805115,5120,14336,5.1410956382751465,5.948612572140385,1.2477494478225708,6.092559814453125,3.7723960638877787,1.1570709807172859,model.layers.0.mlp.down_proj,5120,5921.013671875,5120,14.357240676879883,412.40610261621356,14.357240676879883,0.08405338227748871,73400320
Khetterman/AbominationScience-12B-v4,False,0.013046860694885254,4096,5120,4.2274580001831055,5.805100150038464,1.1311864852905273,6.067999362945557,3.504970487276112,1.3731893137169016,model.layers.1.self_attn.q_proj,4096,3198.677734375,4096,23.615074157714844,135.4506749804137,23.615074157714844,1.547027932247147e-05,20971520
Khetterman/AbominationScience-12B-v4,False,0.025893181562423706,1024,5120,5.980092525482178,6.063169756953042,0.9955297112464905,6.304276943206787,3.122530650079204,1.0138922986754566,model.layers.1.self_attn.k_proj,1024,1325.960693359375,1024,10.325053215026855,128.42168129744852,10.325053215026855,0.0002499119145795703,5242880
Khetterman/AbominationScience-12B-v4,False,0.03841423988342285,1024,5120,12.082826614379883,-0.18207430871217883,1.025075912475586,-0.14272110164165497,2.363786135347465,-0.015068850569740902,model.layers.1.self_attn.v_proj,1024,231.0926513671875,1024,0.9658977389335632,239.2516744291526,0.9658977389335632,0.024366406723856926,5242880
Khetterman/AbominationScience-12B-v4,False,0.01661217212677002,5120,4096,4.146687030792236,4.854490428648572,1.1505473852157593,4.865939617156982,3.0456138877511294,1.1706912994880898,model.layers.1.self_attn.o_proj,4096,1110.7437744140625,4096,14.81464672088623,74.97605547677998,14.81464672088623,0.0013388332445174456,20971520
Khetterman/AbominationScience-12B-v4,False,0.028379380702972412,14336,5120,2.840542793273926,3.9988033715789078,1.219650149345398,5.201590538024902,3.824867466392764,1.4077602988582352,model.layers.1.mlp.gate_proj,5120,6681.39990234375,5120,25.571741104125977,261.28060170551754,25.571741104125977,0.014614912681281567,73400320
Khetterman/AbominationScience-12B-v4,False,0.055328041315078735,14336,5120,7.906267166137695,6.096907247778942,1.241516351699829,7.314292907714844,3.770088363684929,0.7711486495032464,model.layers.1.mlp.up_proj,5120,5889.634765625,5120,5.904031276702881,997.5615794694908,5.904031276702881,0.014340397901833057,73400320
Khetterman/AbominationScience-12B-v4,False,0.025918424129486084,5120,14336,5.065437316894531,5.442095201783103,1.246308445930481,5.837798118591309,3.7715769316822993,1.074358413958124,model.layers.1.mlp.down_proj,5120,5909.8564453125,5120,11.867477416992188,497.9875872230944,11.867477416992188,0.05231544002890587,73400320
Khetterman/AbominationScience-12B-v4,False,0.04182812571525574,4096,5120,2.9913792610168457,3.899721362809338,1.1183502674102783,4.941030025482178,3.5017613617970076,1.3036532724652654,model.layers.2.self_attn.q_proj,4086,3175.12890625,4086,20.121171951293945,157.8003962162758,20.121171951293945,1.0774058864626568e-05,20971520
Khetterman/AbominationScience-12B-v4,False,0.07294362783432007,1024,5120,5.037718772888184,5.400018905632511,0.9745340943336487,5.909348964691162,3.1064782509973496,1.0719174985896676,model.layers.2.self_attn.k_proj,1024,1277.84521484375,1024,11.80096435546875,108.28311791752652,11.80096435546875,5.676137516275048e-05,5242880
Khetterman/AbominationScience-12B-v4,False,0.0783257782459259,1024,5120,7.3624162673950195,-0.17830490321838385,1.030309796333313,0.9190439581871033,2.4863368934878722,-0.02421825888981851,model.layers.2.self_attn.v_proj,1024,306.4339599609375,1024,0.9457617402076721,324.00756652901833,0.9457617402076721,0.015594705939292908,5242880
Khetterman/AbominationScience-12B-v4,False,0.029533952474594116,5120,4096,4.235093593597412,4.632390923788731,1.1490164995193481,4.665735721588135,3.105465567169174,1.0938107556328744,model.layers.2.self_attn.o_proj,4096,1274.8690185546875,4096,12.411113739013672,102.71995288764496,12.411113739013672,5.886106737307273e-05,20971520
Khetterman/AbominationScience-12B-v4,False,0.02706778049468994,14336,5120,3.6534805297851562,5.361616968854602,1.2361705303192139,5.819562911987305,3.84122323094558,1.4675367571125095,model.layers.2.mlp.gate_proj,5120,6937.8232421875,5120,29.345178604125977,236.4212307507316,29.345178604125977,0.01188342459499836,73400320
Khetterman/AbominationScience-12B-v4,False,0.04059410095214844,14336,5120,8.511945724487305,5.982158508271647,1.247143268585205,6.880494117736816,3.76738979169262,0.7027956594062948,model.layers.2.mlp.up_proj,5120,5853.15185546875,5120,5.044239044189453,1160.3636949385057,5.044239044189453,0.012417557649314404,73400320
Khetterman/AbominationScience-12B-v4,False,0.02279287576675415,5120,14336,6.206093788146973,6.472836519400083,1.2433788776397705,6.7624006271362305,3.7699278945876267,1.0429807766944423,model.layers.2.mlp.down_proj,5120,5887.458984375,5120,11.040297508239746,533.2699576239672,11.040297508239746,0.029256479814648628,73400320
Khetterman/AbominationScience-12B-v4,False,0.03983613848686218,4096,5120,4.100531578063965,4.8131500076924,1.1360645294189453,5.432260513305664,3.469616954354872,1.1737868410624197,model.layers.3.self_attn.q_proj,4092,2948.607421875,4092,14.920619010925293,197.6196443134127,14.920619010925293,1.021468051476404e-05,20971520
Khetterman/AbominationScience-12B-v4,False,0.027278296649456024,1024,5120,7.745166301727295,6.229866832592732,0.9964564442634583,6.559209823608398,3.0454532506476575,0.8043554637688506,model.layers.3.self_attn.k_proj,1024,1110.3330078125,1024,6.373169422149658,174.21991073289038,6.373169422149658,4.570919554680586e-05,5242880
Khetterman/AbominationScience-12B-v4,False,0.04445695877075195,1024,5120,9.301970481872559,-0.8064315210771569,1.0283503532409668,-0.15980800986289978,2.387716399719583,-0.08669469792972467,model.layers.3.self_attn.v_proj,1024,244.1835479736328,1024,0.8190403580665588,298.1337190148442,0.8190403580665588,0.03244564309716225,5242880
Khetterman/AbominationScience-12B-v4,False,0.021193653345108032,5120,4096,3.4589715003967285,3.4676599579325984,1.1473989486694336,3.6824538707733154,3.051821826510271,1.0025118615562092,model.layers.3.self_attn.o_proj,4096,1126.735107421875,4096,10.058005332946777,112.02371346245509,10.058005332946777,0.0014275008579716086,20971520
Khetterman/AbominationScience-12B-v4,False,0.025792300701141357,14336,5120,3.419379711151123,5.752267994175046,1.2362264394760132,5.908308506011963,3.860883310874497,1.6822548181519634,model.layers.3.mlp.gate_proj,5120,7259.10888671875,5120,48.11215591430664,150.87889429956266,48.11215591430664,0.017262158915400505,73400320
Khetterman/AbominationScience-12B-v4,False,0.014865860342979431,14336,5120,8.801287651062012,6.616285347751985,1.2482962608337402,7.036221981048584,3.7531332783766223,0.7517406100178566,model.layers.3.mlp.up_proj,5120,5664.130859375,5120,5.645996570587158,1003.2118844850726,5.645996570587158,0.016364647075533867,73400320
Khetterman/AbominationScience-12B-v4,False,0.012453615665435791,5120,14336,3.784573554992676,4.322440512178037,1.2392836809158325,5.238170146942139,3.7545759395779887,1.1421208887526568,model.layers.3.mlp.down_proj,5120,5682.9775390625,5120,13.871418952941895,409.68970502165075,13.871418952941895,0.06077137589454651,73400320
Khetterman/AbominationScience-12B-v4,False,0.03740429878234863,4096,5120,3.4073758125305176,4.165277553256408,1.1293401718139648,4.953166484832764,3.4385508850930004,1.2224297472379568,model.layers.4.self_attn.q_proj,4096,2745.053955078125,4096,16.68897819519043,164.4830452153876,16.68897819519043,7.768286013742909e-05,20971520
Khetterman/AbominationScience-12B-v4,False,0.04844832420349121,1024,5120,6.7400994300842285,6.1970305233679435,0.9843193292617798,6.564303398132324,3.0553214864435962,0.9194271668616173,model.layers.4.self_attn.k_proj,1024,1135.851318359375,1024,8.306674003601074,136.73960454773663,8.306674003601074,0.0009085199562832713,5242880
Khetterman/AbominationScience-12B-v4,False,0.08107626438140869,1024,5120,3.33894944190979,0.2002146095961704,1.024825930595398,1.8324633836746216,2.49540517345837,0.059963354665727726,model.layers.4.self_attn.v_proj,1024,312.89971923828125,1024,1.1480567455291748,272.54725905909476,1.1480567455291748,0.03232884034514427,5242880
