model_id,is_adapter,source_model,D,M,N,alpha,alpha_weighted,entropy,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,norm,num_evals,spectral_norm,stable_rank,xmax,xmin,params
AHAMED-27/openassistant-guanaco-vago-solutionsLlama-3-SauerkrautLM-8b-Instruct,True,VAGOsolutions/Llama-3-SauerkrautLM-8b-Instruct,0.02804476022720337,4096,4096,2.47767972946167,7.366803361989734,0.8881415724754333,7.396639347076416,3.7222602910311653,2.9732669942738457,model.layers.0.self_attn.q_proj,2833,5275.45947265625,3301,940.3012084960938,5.610393164434783,940.3012084960938,1.0046155693999026e-05,16777216
AHAMED-27/openassistant-guanaco-vago-solutionsLlama-3-SauerkrautLM-8b-Instruct,True,VAGOsolutions/Llama-3-SauerkrautLM-8b-Instruct,0.04296806454658508,1024,4096,2.639770984649658,6.6764581689009574,0.7952094078063965,6.734325885772705,3.443553314131464,2.529180829596487,model.layers.0.self_attn.k_proj,1013,2776.855712890625,1022,338.20562744140625,8.210554430741139,338.20562744140625,1.096630785468733e-05,4194304
AHAMED-27/openassistant-guanaco-vago-solutionsLlama-3-SauerkrautLM-8b-Instruct,True,VAGOsolutions/Llama-3-SauerkrautLM-8b-Instruct,0.03535473346710205,1024,4096,4.545513153076172,1.6287575919290824,1.0083792209625244,1.8028032779693604,2.2484634482901313,0.3583220501357085,model.layers.0.self_attn.v_proj,1024,177.19989013671875,1024,2.282033681869507,77.64998893072935,2.282033681869507,0.004068312700837851,4194304
AHAMED-27/openassistant-guanaco-vago-solutionsLlama-3-SauerkrautLM-8b-Instruct,True,VAGOsolutions/Llama-3-SauerkrautLM-8b-Instruct,0.011968225240707397,4096,4096,3.6760611534118652,4.795312928251185,1.1204630136489868,4.834708213806152,2.9648227954044937,1.30447039048861,model.layers.0.self_attn.o_proj,4059,922.195068359375,4059,20.15906524658203,45.745924083247516,20.15906524658203,1.0032704267359804e-05,16777216
AHAMED-27/openassistant-guanaco-vago-solutionsLlama-3-SauerkrautLM-8b-Instruct,True,VAGOsolutions/Llama-3-SauerkrautLM-8b-Instruct,0.02132493257522583,14336,4096,3.057337522506714,5.819158224131867,1.169379472732544,6.1635565757751465,3.894097999492353,1.9033417741070124,model.layers.0.mlp.gate_proj,4096,7836.064453125,4096,80.04639434814453,97.89403404035573,80.04639434814453,0.015409208834171295,58720256
AHAMED-27/openassistant-guanaco-vago-solutionsLlama-3-SauerkrautLM-8b-Instruct,True,VAGOsolutions/Llama-3-SauerkrautLM-8b-Instruct,0.034370243549346924,14336,4096,4.08856201171875,5.803145444539312,1.1908427476882935,6.099263668060303,3.8094863265548558,1.4193609948696326,model.layers.0.mlp.up_proj,4096,6448.91015625,4096,26.264007568359375,245.54174146747863,26.264007568359375,0.017692357301712036,58720256
AHAMED-27/openassistant-guanaco-vago-solutionsLlama-3-SauerkrautLM-8b-Instruct,True,VAGOsolutions/Llama-3-SauerkrautLM-8b-Instruct,0.025677621364593506,4096,14336,3.6015841960906982,5.672027962442833,1.1913172006607056,5.839574337005615,3.8072720892373995,1.5748702941887285,model.layers.0.mlp.down_proj,4096,6416.1142578125,4096,37.57251739501953,170.76615309952575,37.57251739501953,0.1215994730591774,58720256
AHAMED-27/openassistant-guanaco-vago-solutionsLlama-3-SauerkrautLM-8b-Instruct,True,VAGOsolutions/Llama-3-SauerkrautLM-8b-Instruct,0.03269362449645996,4096,4096,3.6105144023895264,7.909951587124851,1.0618987083435059,7.951638698577881,3.7520738189559157,2.190810146579073,model.layers.1.self_attn.q_proj,3770,5650.330078125,3834,155.1708526611328,36.41360462498957,155.1708526611328,1.001610144157894e-05,16777216
AHAMED-27/openassistant-guanaco-vago-solutionsLlama-3-SauerkrautLM-8b-Instruct,True,VAGOsolutions/Llama-3-SauerkrautLM-8b-Instruct,0.02903825044631958,1024,4096,4.0961785316467285,7.7993002040055766,0.926114559173584,7.888935089111328,3.460022019806029,1.9040430351726234,model.layers.1.self_attn.k_proj,997,2884.177734375,1008,80.17575073242188,35.973192742536824,80.17575073242188,1.1301463018753566e-05,4194304
AHAMED-27/openassistant-guanaco-vago-solutionsLlama-3-SauerkrautLM-8b-Instruct,True,VAGOsolutions/Llama-3-SauerkrautLM-8b-Instruct,0.04776996374130249,1024,4096,8.69804573059082,1.7187740634099766,1.0216048955917358,1.7397115230560303,2.401225263162911,0.19760462483717336,model.layers.1.self_attn.v_proj,1024,251.8983154296875,1024,1.5761756896972656,159.81614046976537,1.5761756896972656,0.012056187726557255,4194304
