model_id,is_adapter,D,M,N,alpha,alpha_weighted,entropy,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,norm,num_evals,spectral_norm,stable_rank,xmax,xmin,params,eigs
vicgalle/Configurable-Mistral-22B,False,0.0366482138633728,6144,6144,1.4600578546524048,3.2385925065063366,0.7418849468231201,3.7009050846099854,2.967178288686276,2.2181261490335578,model.layers.0.self_attn.q_proj,2900,927.2103881835938,3728,165.24417114257812,5.611153372445228,165.24417114257812,1.0015417501563206e-05,37748736,"[1.00154175e-05 1.00394045e-05 1.00751831e-05 ... 7.57526703e+01
 1.03764214e+02 1.65244171e+02]"
vicgalle/Configurable-Mistral-22B,False,0.017583638429641724,1024,6144,1.4038586616516113,2.6146618501920025,0.5782232284545898,3.15761661529541,2.6315388254331267,1.8624822580899318,model.layers.0.self_attn.k_proj,971,428.09368896484375,1002,72.85884094238281,5.8756587866032985,72.85884094238281,1.0021373782365117e-05,6291456,"[1.00213738e-05 1.10672172e-05 1.24448525e-05 ... 3.09391365e+01
 5.14056320e+01 7.28588409e+01]"
vicgalle/Configurable-Mistral-22B,False,0.027732133865356445,1024,6144,4.028275012969971,0.6549140861767634,0.9788745641708374,1.0177600383758545,2.0192279172033882,0.16257928867024093,model.layers.0.self_attn.v_proj,1024,104.52686309814453,1024,1.454049825668335,71.8867134075685,1.454049825668335,0.0045261988416314125,6291456,[0.0045262  0.0080974  0.00844244 ... 0.9401479  1.045078   1.4540498 ]
vicgalle/Configurable-Mistral-22B,False,0.01814783364534378,6144,6144,3.3168561458587646,4.212497985952828,1.2119303941726685,4.232377052307129,2.8333625416353865,1.270027339356369,model.layers.0.self_attn.o_proj,6069,681.337890625,6069,18.62204360961914,36.587707821340175,18.62204360961914,1.0085777830681764e-05,37748736,"[1.0085778e-05 1.0525786e-05 1.0656774e-05 ... 4.1900592e+00 4.7549143e+00
 1.8622044e+01]"
vicgalle/Configurable-Mistral-22B,False,0.021627426147460938,16384,6144,2.2070212364196777,2.7999673052417844,1.188292384147644,3.9575107097625732,3.251201946293466,1.2686635085505604,model.layers.0.mlp.gate_proj,6144,1783.207763671875,6144,18.563655853271484,96.05908328437468,18.563655853271484,0.0006119844620116055,100663296,"[6.1198446e-04 1.2516443e-03 1.3484006e-03 ... 1.4381617e+01 1.7502073e+01
 1.8563656e+01]"
vicgalle/Configurable-Mistral-22B,False,0.04885593056678772,16384,6144,2.4737091064453125,2.422112256262726,1.2199159860610962,3.65674090385437,3.2048820592273795,0.9791419087846063,model.layers.0.mlp.up_proj,6144,1602.81005859375,6144,9.531075477600098,168.16675750398463,9.531075477600098,0.0006010859506204724,100663296,"[6.0108595e-04 1.2236132e-03 1.3699410e-03 ... 7.9436507e+00 8.4579010e+00
 9.5310755e+00]"
vicgalle/Configurable-Mistral-22B,False,0.019291698932647705,6144,16384,3.5138046741485596,5.129104749650076,1.2584428787231445,5.242198467254639,3.2131213457134047,1.4597011573766332,model.layers.0.mlp.down_proj,6144,1633.50830078125,6144,28.820476531982422,56.67874016477578,28.820476531982422,0.011423089541494846,100663296,"[1.1423090e-02 1.2030738e-02 1.2388547e-02 ... 8.2058496e+00 1.9730576e+01
 2.8820477e+01]"
vicgalle/Configurable-Mistral-22B,False,0.031440913677215576,6144,6144,3.230746269226074,5.258307156983882,1.0892462730407715,5.625641822814941,3.2249707092401283,1.627582830342016,model.layers.1.self_attn.q_proj,5365,1678.6907958984375,5497,42.42118835449219,39.571988928515545,42.42118835449219,1.001960572466487e-05,37748736,"[1.0019606e-05 1.0110235e-05 1.0212753e-05 ... 2.4110697e+01 3.5145844e+01
 4.2421188e+01]"
vicgalle/Configurable-Mistral-22B,False,0.03268539905548096,1024,6144,3.239664077758789,4.449543541741106,0.8637064695358276,4.62835168838501,2.7213326185124,1.3734583076956903,model.layers.1.self_attn.k_proj,984,526.4202880859375,989,23.62970542907715,22.277903110808975,23.62970542907715,1.0033156286226586e-05,6291456,"[1.00331563e-05 1.04276733e-05 1.11148811e-05 1.22797628e-05
 1.26237928e-05 1.36498138e-05 1.43743273e-05 1.67403668e-05
 1.80846982e-05 1.88560734e-05 2.12745490e-05 2.59468488e-05
 3.03913912e-05 3.50337577e-05 4.23466190e-05 4.77458416e-05
 4.89723061e-05 6.57173368e-05 7.06121355e-05 7.89544938e-05
 8.59989595e-05 9.15489800e-05 9.74223076e-05 1.01604288e-04
 1.18992066e-04 1.30608518e-04 1.40754099e-04 1.51188098e-04
 1.53361980e-04 1.61626740e-04 1.74383415e-04 2.63614522e-04
 2.72900041e-04 2.97612598e-04 3.07217502e-04 3.30850628e-04
 3.58539954e-04 3.65655753e-04 3.72221606e-04 3.83799837e-04
 4.15366172e-04 4.26337938e-04 4.38666932e-04 4.61132586e-04
 4.87292185e-04 4.97102563e-04 5.21159498e-04 5.41534508e-04
 5.47937816e-04 5.89118979e-04 6.04756700e-04 6.47009118e-04
 6.50991045e-04 6.63113315e-04 6.95480965e-04 7.07749452e-04
 7.24765705e-04 7.44840654e-04 7.67333840e-04 7.97654327e-04
 8.12440470e-04 8.25823168e-04 8.74320802e-04 8.84813315e-04
 8.94203782e-04 9.34589712e-04 9.92851448e-04 9.98224947e-04
 1.03919976e-03 1.05005270e-03 1.05358555e-03 1.09078642e-03
 1.11604645e-03 1.16098090e-03 1.16724079e-03 1.24213425e-03
 1.24864921e-03 1.33386662e-03 1.36118161e-03 1.37800083e-03
 1.40314293e-03 1.42824044e-03 1.44195475e-03 1.55073067e-03
 1.57070544e-03 1.63631153e-03 1.65121607e-03 1.67639554e-03
 1.70278852e-03 1.76095741e-03 1.76320807e-03 1.78125117e-03
 1.82978518e-03 1.87908520e-03 1.91493612e-03 1.93052064e-03
 1.94431702e-03 1.98605680e-03 2.03563529e-03 2.04795273e-03
 2.12180358e-03 2.13675364e-03 2.16818368e-03 2.21950491e-03
 2.23169546e-03 2.26620422e-03 2.32549035e-03 2.34901928e-03
 2.35298509e-03 2.38838629e-03 2.40958179e-03 2.50453944e-03
 2.53379578e-03 2.54926598e-03 2.58550537e-03 2.62224930e-03
 2.65731430e-03 2.68056826e-03 2.68641533e-03 2.73854309e-03
 2.79110693e-03 2.83201830e-03 2.85085174e-03 2.88892514e-03
 2.91988929e-03 2.93510430e-03 3.02857929e-03 3.09666875e-03
 3.13843112e-03 3.17066815e-03 3.19835171e-03 3.22925136e-03
 3.26692127e-03 3.27302492e-03 3.30861402e-03 3.35252914e-03
 3.41232703e-03 3.42530827e-03 3.49913095e-03 3.52605805e-03
 3.59858642e-03 3.61526757e-03 3.63594946e-03 3.68983787e-03
 3.71483667e-03 3.77248740e-03 3.86182941e-03 3.88771039e-03
 3.91675206e-03 3.99171887e-03 4.02990775e-03 4.05422691e-03
 4.13691066e-03 4.17090952e-03 4.19311365e-03 4.21601394e-03
 4.29624971e-03 4.35041450e-03 4.39762417e-03 4.48277034e-03
 4.50018793e-03 4.54006577e-03 4.63469187e-03 4.68139024e-03
 4.73723328e-03 4.77044843e-03 4.79805330e-03 4.88278875e-03
 4.91659576e-03 4.99771629e-03 5.02240844e-03 5.07511105e-03
 5.15822228e-03 5.17181028e-03 5.22828801e-03 5.25449123e-03
 5.32618631e-03 5.35641471e-03 5.38767362e-03 5.49063832e-03
 5.53486915e-03 5.55955246e-03 5.59167191e-03 5.67758782e-03
 5.69127500e-03 5.74416621e-03 5.84331946e-03 5.88789163e-03
 5.90511132e-03 6.01383997e-03 6.05104072e-03 6.11831294e-03
 6.17101043e-03 6.22512447e-03 6.28136564e-03 6.37659989e-03
 6.41393801e-03 6.43681409e-03 6.47273706e-03 6.51125330e-03
 6.56422693e-03 6.59726467e-03 6.63411850e-03 6.75093941e-03
 6.82806037e-03 6.88199233e-03 6.91684801e-03 7.01293955e-03
 7.04897568e-03 7.08352774e-03 7.19107501e-03 7.22923130e-03
 7.27522420e-03 7.35376356e-03 7.43475137e-03 7.46516371e-03
 7.52672879e-03 7.59891607e-03 7.68879987e-03 7.78766070e-03
 7.80006498e-03 7.91013986e-03 7.95726571e-03 8.06055497e-03
 8.06961674e-03 8.18193145e-03 8.19863286e-03 8.20661336e-03
 8.25740211e-03 8.40353034e-03 8.42088927e-03 8.54639616e-03
 8.64357408e-03 8.71296972e-03 8.76030792e-03 8.82331096e-03
 8.87898915e-03 8.94676615e-03 9.02390946e-03 9.14389081e-03
 9.18840524e-03 9.27132927e-03 9.36556142e-03 9.44316387e-03
 9.50147118e-03 9.60423797e-03 9.77027602e-03 9.81175434e-03
 9.87435412e-03 1.00122010e-02 1.01318173e-02 1.01561705e-02
 1.02360612e-02 1.03089428e-02 1.03697032e-02 1.04196910e-02
 1.04879793e-02 1.05813388e-02 1.07991090e-02 1.08780442e-02
 1.10183898e-02 1.10573890e-02 1.11069605e-02 1.12094954e-02
 1.12240585e-02 1.13029145e-02 1.14381714e-02 1.14606312e-02
 1.15601933e-02 1.17104370e-02 1.17918141e-02 1.18382834e-02
 1.19649097e-02 1.20992539e-02 1.21096708e-02 1.22667570e-02
 1.23087373e-02 1.24244792e-02 1.24789057e-02 1.26941586e-02
 1.27185378e-02 1.28535954e-02 1.29376510e-02 1.29968291e-02
 1.30339600e-02 1.31606068e-02 1.33123649e-02 1.34157008e-02
 1.35438796e-02 1.36343073e-02 1.38002243e-02 1.38433920e-02
 1.40054794e-02 1.40884863e-02 1.41844209e-02 1.43359965e-02
 1.44425277e-02 1.45086702e-02 1.47279883e-02 1.47804925e-02
 1.49348620e-02 1.50327794e-02 1.50917051e-02 1.51549336e-02
 1.52616156e-02 1.55208698e-02 1.57560017e-02 1.58453211e-02
 1.59811731e-02 1.60698518e-02 1.61768124e-02 1.62262227e-02
 1.62996575e-02 1.64202619e-02 1.65720563e-02 1.67745855e-02
 1.68629773e-02 1.69094615e-02 1.70891993e-02 1.72482654e-02
 1.73843093e-02 1.75113231e-02 1.76118352e-02 1.77211333e-02
 1.77558605e-02 1.80026721e-02 1.80694908e-02 1.82218198e-02
 1.82744451e-02 1.84656773e-02 1.87340043e-02 1.88843869e-02
 1.89249255e-02 1.90919880e-02 1.92073882e-02 1.93106495e-02
 1.93519611e-02 1.94634739e-02 1.96643434e-02 1.98427290e-02
 1.99771058e-02 2.00804230e-02 2.01619864e-02 2.03816108e-02
 2.05296241e-02 2.09295023e-02 2.09942516e-02 2.10947208e-02
 2.13119872e-02 2.14194562e-02 2.15696730e-02 2.16824263e-02
 2.18644235e-02 2.20390968e-02 2.20832825e-02 2.23353524e-02
 2.24243235e-02 2.27044150e-02 2.28351895e-02 2.30062865e-02
 2.32506972e-02 2.33554114e-02 2.35805772e-02 2.36673523e-02
 2.38892864e-02 2.40147226e-02 2.42783353e-02 2.43777633e-02
 2.44596433e-02 2.46504713e-02 2.47853566e-02 2.49614399e-02
 2.51253769e-02 2.53035501e-02 2.56536286e-02 2.57733986e-02
 2.58547124e-02 2.61727627e-02 2.63085943e-02 2.65430175e-02
 2.67766286e-02 2.68472936e-02 2.72299387e-02 2.73821130e-02
 2.76419334e-02 2.77658552e-02 2.78336275e-02 2.81008724e-02
 2.83594448e-02 2.84270179e-02 2.86262557e-02 2.88236197e-02
 2.90860794e-02 2.93322951e-02 2.93749403e-02 2.95436494e-02
 2.97587793e-02 3.01393103e-02 3.03318053e-02 3.04224137e-02
 3.06767728e-02 3.10278069e-02 3.11439000e-02 3.14424112e-02
 3.15159447e-02 3.17922570e-02 3.20140310e-02 3.21694687e-02
 3.25052142e-02 3.26205269e-02 3.28773409e-02 3.32446247e-02
 3.34658101e-02 3.38527597e-02 3.39590646e-02 3.41130942e-02
 3.42863165e-02 3.45224813e-02 3.48345712e-02 3.52133773e-02
 3.54021341e-02 3.58851850e-02 3.61395404e-02 3.64829339e-02
 3.68123539e-02 3.68368700e-02 3.69674973e-02 3.75457741e-02
 3.76288779e-02 3.77653278e-02 3.79872024e-02 3.83933857e-02
 3.86483632e-02 3.88734266e-02 3.93025950e-02 3.93773392e-02
 3.95833775e-02 4.00403403e-02 4.04889882e-02 4.07039821e-02
 4.10158336e-02 4.12602015e-02 4.14388813e-02 4.16440293e-02
 4.19028141e-02 4.22701798e-02 4.27337214e-02 4.28653620e-02
 4.34744544e-02 4.36928272e-02 4.39498574e-02 4.40582335e-02
 4.42375652e-02 4.47863564e-02 4.55684215e-02 4.57215831e-02
 4.57531512e-02 4.60675880e-02 4.62866314e-02 4.65995260e-02
 4.70516384e-02 4.72904742e-02 4.77803349e-02 4.81347330e-02
 4.86493483e-02 4.91138101e-02 4.91647199e-02 4.94074896e-02
 5.01759648e-02 5.05856425e-02 5.08246981e-02 5.14085777e-02
 5.16298898e-02 5.20320795e-02 5.22168167e-02 5.26192300e-02
 5.31930663e-02 5.33226989e-02 5.39270937e-02 5.41742556e-02
 5.46139106e-02 5.49722649e-02 5.55133484e-02 5.58329485e-02
 5.63690439e-02 5.64117841e-02 5.70883155e-02 5.73923253e-02
 5.78898042e-02 5.83437681e-02 5.88708818e-02 5.94627336e-02
 5.97998425e-02 5.99624887e-02 6.08732961e-02 6.14064597e-02
 6.18850663e-02 6.21130280e-02 6.24873489e-02 6.27111048e-02
 6.33922815e-02 6.41575158e-02 6.42834902e-02 6.49020821e-02
 6.51737452e-02 6.57400563e-02 6.58251420e-02 6.66800886e-02
 6.74476027e-02 6.78768903e-02 6.81684315e-02 6.83038533e-02
 6.89526573e-02 6.93105534e-02 6.97756261e-02 7.02074468e-02
 7.05745816e-02 7.16513023e-02 7.24749416e-02 7.29287863e-02
 7.34551623e-02 7.39827603e-02 7.49139264e-02 7.52838776e-02
 7.57809803e-02 7.64981136e-02 7.70976618e-02 7.72238076e-02
 7.79509321e-02 7.86483660e-02 7.92617351e-02 8.01357254e-02
 8.03430825e-02 8.08931664e-02 8.13549161e-02 8.16457942e-02
 8.21209699e-02 8.34281147e-02 8.35714638e-02 8.43773931e-02
 8.50822553e-02 8.56793746e-02 8.60993788e-02 8.68071467e-02
 8.72820020e-02 8.84472206e-02 8.96596387e-02 8.99206698e-02
 9.06282887e-02 9.08199400e-02 9.18590873e-02 9.26692486e-02
 9.28234309e-02 9.34612006e-02 9.44976136e-02 9.53931361e-02
 9.60191265e-02 9.71713737e-02 9.73925665e-02 9.74347740e-02
 9.83552411e-02 9.91716087e-02 1.00145981e-01 1.00410886e-01
 1.01785265e-01 1.02253929e-01 1.03005499e-01 1.03826210e-01
 1.04669452e-01 1.05412073e-01 1.06430307e-01 1.08094461e-01
 1.08218625e-01 1.08886100e-01 1.10075228e-01 1.11466922e-01
 1.12315081e-01 1.13543101e-01 1.14221416e-01 1.14764243e-01
 1.15411550e-01 1.15915932e-01 1.17096990e-01 1.17974900e-01
 1.18582509e-01 1.19432710e-01 1.19806767e-01 1.21444926e-01
 1.22791186e-01 1.23366281e-01 1.24285385e-01 1.25840694e-01
 1.26068473e-01 1.27334535e-01 1.28251210e-01 1.28443569e-01
 1.30274490e-01 1.31723076e-01 1.32958323e-01 1.33118555e-01
 1.34577587e-01 1.34926811e-01 1.37336820e-01 1.37838006e-01
 1.39187291e-01 1.40143305e-01 1.41621724e-01 1.43241078e-01
 1.43662944e-01 1.45297050e-01 1.45771265e-01 1.47024527e-01
 1.47564560e-01 1.49683148e-01 1.50946409e-01 1.52119726e-01
 1.52443692e-01 1.53266117e-01 1.54552355e-01 1.55606374e-01
 1.56901389e-01 1.59038693e-01 1.59911349e-01 1.60973698e-01
 1.61382318e-01 1.61824882e-01 1.62850052e-01 1.63872153e-01
 1.65224910e-01 1.67573825e-01 1.68667972e-01 1.69390962e-01
 1.70737207e-01 1.71569943e-01 1.73172474e-01 1.75443843e-01
 1.76193774e-01 1.77533686e-01 1.78214312e-01 1.80586278e-01
 1.82664946e-01 1.83696896e-01 1.84639767e-01 1.85606092e-01
 1.86696067e-01 1.87575281e-01 1.90258637e-01 1.91400200e-01
 1.92464843e-01 1.95185184e-01 1.96088985e-01 1.99049830e-01
 1.99141562e-01 2.01067090e-01 2.02738613e-01 2.04905301e-01
 2.05588594e-01 2.06351250e-01 2.07422733e-01 2.08275646e-01
 2.12156281e-01 2.14147016e-01 2.16368094e-01 2.16959000e-01
 2.18930528e-01 2.21570134e-01 2.22879753e-01 2.24507987e-01
 2.27163523e-01 2.28066981e-01 2.28368297e-01 2.30487779e-01
 2.32343391e-01 2.35192433e-01 2.36418813e-01 2.37358138e-01
 2.40777925e-01 2.41510019e-01 2.42961437e-01 2.44908422e-01
 2.47058094e-01 2.48361573e-01 2.51647800e-01 2.52258539e-01
 2.55237132e-01 2.56337255e-01 2.57505298e-01 2.61212289e-01
 2.63505846e-01 2.63880581e-01 2.65987545e-01 2.68716156e-01
 2.71119595e-01 2.71974623e-01 2.72739261e-01 2.76010245e-01
 2.77983636e-01 2.78319746e-01 2.81438708e-01 2.84355730e-01
 2.86121845e-01 2.90348977e-01 2.91797757e-01 2.92999804e-01
 2.96412617e-01 2.99869388e-01 3.01863134e-01 3.04181874e-01
 3.07493687e-01 3.11333030e-01 3.12942654e-01 3.14218223e-01
 3.17920685e-01 3.18633765e-01 3.20630997e-01 3.23135436e-01
 3.26685488e-01 3.29300046e-01 3.31538916e-01 3.33893120e-01
 3.34611803e-01 3.37620258e-01 3.40451062e-01 3.43395412e-01
 3.44829589e-01 3.48856688e-01 3.52461576e-01 3.52898926e-01
 3.58818024e-01 3.59962255e-01 3.63840491e-01 3.65225285e-01
 3.71893018e-01 3.73722285e-01 3.78541440e-01 3.80485415e-01
 3.85613531e-01 3.88589472e-01 3.91485125e-01 3.95224214e-01
 3.98640573e-01 4.01673168e-01 4.03346121e-01 4.04496193e-01
 4.08909053e-01 4.12125766e-01 4.17513669e-01 4.19973910e-01
 4.23375458e-01 4.25414979e-01 4.29088205e-01 4.31106031e-01
 4.34954017e-01 4.44834381e-01 4.47685391e-01 4.48991627e-01
 4.52790678e-01 4.56583560e-01 4.57417160e-01 4.60726947e-01
 4.64309365e-01 4.66546267e-01 4.70510930e-01 4.78665262e-01
 4.81007040e-01 4.86330569e-01 4.89762843e-01 4.94956404e-01
 4.96751040e-01 5.00090837e-01 5.06692231e-01 5.08126259e-01
 5.12914658e-01 5.21449506e-01 5.22750020e-01 5.23387730e-01
 5.29678285e-01 5.38293004e-01 5.40936530e-01 5.47048628e-01
 5.51113069e-01 5.54002464e-01 5.63460648e-01 5.65759480e-01
 5.72831571e-01 5.78800678e-01 5.81067145e-01 5.88109314e-01
 5.96241176e-01 6.01765573e-01 6.05282426e-01 6.09655619e-01
 6.19054258e-01 6.21504843e-01 6.31751060e-01 6.37148976e-01
 6.42067850e-01 6.44030094e-01 6.45361245e-01 6.48810625e-01
 6.55460238e-01 6.65339470e-01 6.72637463e-01 6.76208615e-01
 6.83682024e-01 6.90041184e-01 6.93612397e-01 7.01735616e-01
 7.09504962e-01 7.20552623e-01 7.24810660e-01 7.26122558e-01
 7.35040605e-01 7.43324101e-01 7.50698745e-01 7.55284131e-01
 7.59891748e-01 7.76717365e-01 7.80433118e-01 7.91466594e-01
 7.98413336e-01 8.02252829e-01 8.10349524e-01 8.15787196e-01
 8.20154369e-01 8.32326710e-01 8.42741370e-01 8.49819779e-01
 8.66376579e-01 8.68712544e-01 8.71019900e-01 8.83900464e-01
 8.91128004e-01 8.96809638e-01 9.09044087e-01 9.12237406e-01
 9.17698681e-01 9.22939837e-01 9.38404024e-01 9.49444771e-01
 9.55800295e-01 9.77105498e-01 9.81881380e-01 9.87618387e-01
 9.99881983e-01 1.01262069e+00 1.02345645e+00 1.02960384e+00
 1.04145658e+00 1.04401588e+00 1.06801701e+00 1.07663763e+00
 1.08527648e+00 1.09129751e+00 1.10381937e+00 1.12159157e+00
 1.13087487e+00 1.13460171e+00 1.14864683e+00 1.15831196e+00
 1.19235051e+00 1.19810259e+00 1.20068109e+00 1.22064126e+00
 1.23247325e+00 1.25495601e+00 1.26282310e+00 1.26787615e+00
 1.29705143e+00 1.30275607e+00 1.31787312e+00 1.32752860e+00
 1.34929764e+00 1.36989951e+00 1.38347006e+00 1.38601112e+00
 1.40006638e+00 1.42898631e+00 1.44099712e+00 1.45070446e+00
 1.46949565e+00 1.49107087e+00 1.50660491e+00 1.52492034e+00
 1.53422594e+00 1.55357444e+00 1.57477760e+00 1.59223056e+00
 1.59867990e+00 1.60997415e+00 1.61545801e+00 1.64167643e+00
 1.68451798e+00 1.69805503e+00 1.71465123e+00 1.72221696e+00
 1.74049127e+00 1.74953187e+00 1.78632987e+00 1.81746924e+00
 1.83977151e+00 1.85992193e+00 1.86583114e+00 1.88705170e+00
 1.90413415e+00 1.92791402e+00 1.94292676e+00 1.94862068e+00
 1.97450495e+00 2.01881218e+00 2.03539491e+00 2.05325890e+00
 2.09581661e+00 2.12084341e+00 2.13567543e+00 2.15636349e+00
 2.19407868e+00 2.20885134e+00 2.23727608e+00 2.26556444e+00
 2.27882576e+00 2.29138732e+00 2.31623530e+00 2.34295273e+00
 2.38266850e+00 2.40219784e+00 2.41077757e+00 2.43013096e+00
 2.46630669e+00 2.49572015e+00 2.50900912e+00 2.53047228e+00
 2.53752661e+00 2.59417796e+00 2.62816405e+00 2.64973044e+00
 2.66214943e+00 2.70877218e+00 2.73742080e+00 2.75438547e+00
 2.77714944e+00 2.82255888e+00 2.83779812e+00 2.86912560e+00
 2.90226698e+00 2.92362833e+00 2.95832634e+00 3.00418949e+00
 3.07731295e+00 3.09957838e+00 3.14254975e+00 3.17795587e+00
 3.18990326e+00 3.23391676e+00 3.26447368e+00 3.31989908e+00
 3.38328767e+00 3.42952085e+00 3.47158909e+00 3.54879951e+00
 3.59113884e+00 3.61894894e+00 3.66071606e+00 3.79921627e+00
 3.80555725e+00 3.93260217e+00 3.99009895e+00 4.08267927e+00
 4.13870859e+00 4.21775293e+00 4.34854364e+00 4.43539667e+00
 4.57177305e+00 4.80236149e+00 4.93215132e+00 5.15960026e+00
 5.27076769e+00 5.46993065e+00 5.67427015e+00 5.84904766e+00
 6.07198334e+00 6.58488941e+00 6.91925573e+00 7.03500319e+00
 7.40147305e+00 8.62927055e+00 1.08666782e+01 1.29961367e+01
 2.36297054e+01]"
vicgalle/Configurable-Mistral-22B,False,0.06200605630874634,1024,6144,12.034200668334961,0.04620680058218156,1.015848159790039,0.33500048518180847,2.373724374495412,0.0038396235741492485,model.layers.1.self_attn.v_proj,1024,236.44186401367188,1024,1.0088802576065063,234.36068079537276,1.0088802576065063,0.02696351148188114,6291456,[0.02696351 0.02852695 0.02890143 ... 0.837376   0.87059706 1.0088803 ]
vicgalle/Configurable-Mistral-22B,False,0.029339969158172607,6144,6144,4.228529930114746,6.789530451982176,1.248855471611023,6.790579795837402,3.179572477533122,1.6056479590290933,model.layers.1.self_attn.o_proj,6089,1512.072021484375,6106,40.33183288574219,37.490783663811904,40.33183288574219,1.0068643859995063e-05,37748736,"[1.0068644e-05 1.0465041e-05 1.0738540e-05 ... 5.5717649e+00 9.1489687e+00
 4.0331833e+01]"
vicgalle/Configurable-Mistral-22B,False,0.02817147970199585,16384,6144,2.142536163330078,2.953776162227485,1.2037270069122314,3.942486524581909,3.33070584921425,1.3786353821148678,model.layers.1.mlp.gate_proj,6144,2141.439697265625,6144,23.91307258605957,89.55100560828826,23.91307258605957,0.0007002357742749155,100663296,"[7.0023577e-04 1.1321373e-03 1.7119483e-03 ... 1.2260675e+01 1.3118895e+01
 2.3913073e+01]"
vicgalle/Configurable-Mistral-22B,False,0.047661274671554565,16384,6144,2.412155866622925,2.0539056100628983,1.2322258949279785,3.7352747917175293,3.3029703312340724,0.8514812987348179,model.layers.1.mlp.up_proj,6144,2008.95556640625,6144,7.1036458015441895,282.806269137116,7.1036458015441895,0.0007363103213720024,100663296,"[7.3631032e-04 1.1731785e-03 1.6724312e-03 ... 6.9055858e+00 7.0063419e+00
 7.1036458e+00]"
vicgalle/Configurable-Mistral-22B,False,0.030955135822296143,6144,16384,3.2680392265319824,4.4726326652582316,1.2765408754348755,4.712575435638428,3.3033747400616105,1.368598219062552,model.layers.1.mlp.down_proj,6144,2010.8271484375,6144,23.366744995117188,86.0550816494848,23.366744995117188,0.018517157062888145,100663296,"[1.8517157e-02 1.9279804e-02 1.9705839e-02 ... 6.3492823e+00 2.0518785e+01
 2.3366745e+01]"
