model_id,is_adapter,D,M,N,alpha,alpha_weighted,entropy,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,norm,num_evals,spectral_norm,stable_rank,xmax,xmin,params,eigs
Eric111/UltraCatunaMayo,False,0.018162459135055542,4096,4096,1.4368362426757812,2.4940244178110325,0.6372068524360657,2.9915881156921387,2.455404360085614,1.7357749921219126,model.layers.0.self_attn.q_proj,2907,285.3674011230469,3033,54.422061920166016,5.243597744268936,54.422061920166016,1.0020381523645483e-05,16777216,"[1.00203815e-05 1.00383477e-05 1.00658199e-05 ... 2.48413410e+01
 4.55757866e+01 5.44220619e+01]"
Eric111/UltraCatunaMayo,False,0.020734667778015137,1024,4096,1.4618542194366455,1.6627272013918017,0.5901283621788025,2.150688409805298,1.8926630739669927,1.137409722039566,model.layers.0.self_attn.k_proj,1024,78.10216522216797,1024,13.721756935119629,5.691848761893774,13.721756935119629,1.2388138202368282e-05,4194304,"[1.2388138e-05 1.4250285e-05 1.5469361e-05 ... 6.6279588e+00 7.9442759e+00
 1.3721757e+01]"
Eric111/UltraCatunaMayo,False,0.044172853231430054,1024,4096,4.359260559082031,-2.963080850788795,0.9665166139602661,-2.550955057144165,1.2325614785955028,-0.6797209780487996,model.layers.0.self_attn.v_proj,1024,17.082895278930664,1024,0.20906388759613037,81.71136333182228,0.20906388759613037,0.0005655437707901001,4194304,[0.00056554 0.00062576 0.00063231 ... 0.13483721 0.15742177 0.20906389]
Eric111/UltraCatunaMayo,False,0.03360956907272339,4096,4096,3.2714126110076904,-0.2909287005835456,1.0860108137130737,0.3146756589412689,1.847547911451303,-0.08893060435257388,model.layers.0.self_attn.o_proj,3950,70.39598846435547,3950,0.814834475517273,86.392992171406,0.814834475517273,1.0038404980150517e-05,16777216,"[1.0038405e-05 1.0071166e-05 1.0394836e-05 ... 6.6848743e-01 7.5577492e-01
 8.1483448e-01]"
Eric111/UltraCatunaMayo,False,0.020115554332733154,14336,4096,2.3837757110595703,1.3997232671472528,1.1347705125808716,2.597299575805664,2.772858951688049,0.5871874860764843,model.layers.0.mlp.gate_proj,4096,592.7327880859375,4096,3.865338087081909,153.3456517210928,3.865338087081909,0.00033900103881023824,58720256,"[3.3900104e-04 3.6119649e-04 5.2625331e-04 ... 2.8909709e+00 3.3154037e+00
 3.8653381e+00]"
Eric111/UltraCatunaMayo,False,0.04739251732826233,14336,4096,3.2515511512756348,0.621070224832183,1.163654088973999,1.9053159952163696,2.722722521949705,0.19100736723410527,model.layers.0.mlp.up_proj,4096,528.1077270507812,4096,1.5524133443832397,340.18499580766866,1.5524133443832397,0.00041116023203358054,58720256,"[4.1116023e-04 4.6022332e-04 5.2977342e-04 ... 1.2677355e+00 1.4299688e+00
 1.5524133e+00]"
Eric111/UltraCatunaMayo,False,0.03145492076873779,4096,14336,4.067303657531738,0.8419373663341777,1.1869701147079468,1.4196302890777588,2.6979645884618186,0.2070013545153182,model.layers.0.mlp.down_proj,4096,498.84381103515625,4096,1.610650658607483,309.71570921930436,1.610650658607483,0.009988444857299328,58720256,[0.00998844 0.01238855 0.01325202 ... 1.2328131  1.314023   1.6106507 ]
Eric111/UltraCatunaMayo,False,0.05202357470989227,4096,4096,2.9482944011688232,2.678267114979332,0.9539957046508789,3.1390299797058105,2.4357177191324424,0.9084123735803176,model.layers.1.self_attn.q_proj,3287,272.720458984375,3287,8.098645210266113,33.67482485078683,8.098645210266113,1.0038927939604037e-05,16777216,"[1.0038928e-05 1.0073896e-05 1.0087374e-05 ... 5.2991176e+00 6.2360673e+00
 8.0986452e+00]"
Eric111/UltraCatunaMayo,False,0.03883558511734009,1024,4096,2.9533255100250244,1.7606350203240109,0.8369460105895996,2.189919948577881,2.0042849248097645,0.5961533919466576,model.layers.1.self_attn.k_proj,1018,100.99152374267578,1018,3.9459664821624756,25.593609119388724,3.9459664821624756,1.0571390703262296e-05,4194304,"[1.0571391e-05 1.0777518e-05 1.0990929e-05 ... 2.3212724e+00 2.8148925e+00
 3.9459665e+00]"
Eric111/UltraCatunaMayo,False,0.06858587265014648,1024,4096,22.12701416015625,-22.006599460042718,1.0129746198654175,-21.7659969329834,1.410938755905863,-0.9945580230915041,model.layers.1.self_attn.v_proj,1024,25.759578704833984,1024,0.1012609452009201,254.38809260295073,0.1012609452009201,0.0021895384415984154,4194304,[0.00218954 0.00237178 0.00249078 ... 0.09198973 0.09386837 0.10126095]
Eric111/UltraCatunaMayo,False,0.020729541778564453,4096,4096,3.520573139190674,0.07000185119841487,1.1362394094467163,0.32608702778816223,2.029933578445055,0.019883652016531386,model.layers.1.self_attn.o_proj,4022,107.13554382324219,4022,1.0468480587005615,102.34106366517803,1.0468480587005615,1.0079406820295844e-05,16777216,"[1.0079407e-05 1.0463003e-05 1.0842079e-05 ... 4.9592406e-01 7.7037126e-01
 1.0468481e+00]"
